"var1","var2","cor"
"ramnt.17","ramnt.8",0.829412032112218
"ramnt.15","ramnt.13",0.828953791733477
"agec6","age904",0.828701657367324
"ramnt.5","numprm12",0.827936352901237
"ramnt.19","ramnt.15",0.827647253606516
"mc2","mc1",0.827555768105982
"ramnt.19","ramnt.17",0.827125990288306
"ramnt.23","ramnt.18",0.826519321443444
"ethc3","age902",0.826092943066114
"lastgift","ramnt.11",0.825849091809158
"ramnt.16","ramnt.10",0.825784535835865
"ramnt.15","ramnt.10",0.825314057759921
"ethc3","agec7",0.825100935943061
"hupa6","hu2",0.825044180183189
"ramnt.16","ramnt.7",0.824441037137994
"ramnt.16","ramnt.15",0.824433407709074
"ramnt.21","ramnt.14",0.824145251786025
"hhage1","agec7",0.823908771223462
"hhd2","hhn3",0.823494340236615
"hhas1","ethc3",0.823378942258034
"lastgift","ramnt.17",0.822916864323507
"ramnt.16","ramnt.13",0.822326766186655
"hhage1","age905",0.82162824402986
"hhd5","marr1",0.821605247960354
"ramnt.9","ramnt.6",0.821048791275517
"avggift","ramnt.11",0.820997166003479
"hhd3","hu1",0.82075194375381
"oedc1","localgov",0.820615968429445
"ramnt.5","ec4",0.820325392168862
"ramnt.5","dw5",0.820010579072569
"hhage1","age902",0.819944224253566
"ramnt.14","ramnt.6",0.819486047569988
"ramnt.5","occ3",0.819435928628208
"ramnt.5","mc3",0.818939747642475
"ethc3","age903",0.818911004619264
"ethc2","eth1",0.818615184878744
"avggift","ramnt.22",0.818499801778472
"rp3","hv4",0.818306652046458
"ramnt.12","ramnt.7",0.818065518329932
"maxramnt","ramnt.10",0.817952517346631
"ramnt.15","ramnt.7",0.817865762474463
"ramnt.5","ec1",0.817037903954619
"ramnt.5","dw6",0.816904000375741
"ramnt.15","ramnt.8",0.816551630140689
"ramnt.5","dw4",0.815886087512498
"hhage1","age906",0.815876434496809
"hhd5","hhd3",0.814917086522567
"ramnt.13","ramnt.11",0.814505839950758
"ramnt.21","ramnt.12",0.814014203018316
"afc3","afc1",0.813663087284583
"ramnt.12","ramnt.10",0.813573669554233
"agec6","age902",0.813159450967088
"hhage3","age905",0.812890708582923
"ramnt.17","ramnt.3",0.812862010181553
"hvp3","hv1",0.812555986183653
"maxramnt","ramnt.5",0.812066757923971
"lastgift","ramnt.19",0.81175348461367
"hu2","dw5",0.811695092171422
"ramnt.13","ramnt.8",0.811387739327498
"ic11","ic3",0.81088468407669
"rdate.5","cardpm12",0.810678734078829
"ramnt.13","ramnt.9",0.810059756685508
"ramnt.5","hupa2",0.809918169701873
"ramnt.11","ramnt.5",0.809504954158501
"hhage3","age902",0.809233289305581
"rdate.5","hhp1",0.808746070961799
"hc7","hc2",0.808323289408628
"ramnt.23","ramnt.12",0.807939387841851
"ramnt.23","ramnt.4",0.807838417609429
"ramnt.17","ramnt.7",0.807758288860202
"agec6","age903",0.807387590014367
"ramnt.10","ramnt.7",0.807266406310025
"ramnt.24","ramnt.14",0.806911721036203
"hhage3","age906",0.806908884686737
"rdate.5","sec4",0.806804566874935
"hc6","hc2",0.806735926447822
"ramnt.22","ramnt.15",0.806553865291939
"ramnt.5","hit",0.80652418447694
"ramnt.5","eic4",0.806330711484421
"sec4","hhd1",0.806254185678413
"ic5","ic1",0.805823135939765
"agec6","age901",0.805578372266199
"lastdate","rdate.5",0.804825074207733
"hhd4","age907",0.804766116039178
"ramnt.21","ramnt.11",0.804578954654403
"ramnt.11","ramnt.7",0.804530735572617
"ethc3","age905",0.804526738727768
"ramnt.24","ramnt.16",0.804067751689568
"voc3","voc2",0.803991516998397
"rdate.5","rhp3",0.803792758970072
"lastgift","ramnt.16",0.80369850414761
"hc6","hc5",0.803140272437107
"ramnt.14","ramnt.12",0.802793132636253
"hhd2","marr1",0.802716265316977
"hhd4","hhd2",0.802475731348717
"ramnt.5","lsc4",0.802179459312537
"ramnt.15","ramnt.12",0.80183438186175
"ramnt.5","mc1",0.800869654229289
"ramnt.5","mc2",0.800869654229289
"ramnt.13","ramnt.10",0.800772666788667
"ramnt.18","ramnt.16",0.799971477459302
"ramnt.10","ramnt.3",0.799230469325945
"ramnt.16","ramnt.14",0.79902295785672
"ramnt.17","ramnt.10",0.798823915924411
"ec8","occ1",0.798777488167952
"tpe11","tpe10",0.798000560810047
"avggift","ramnt.20",0.797984147016426
"ramnt.21","ramnt.10",0.79773946071425
"hhn5","hhn3",0.797637894779117
"hhas1","age903",0.797423093051449
"ramnt.21","ramnt.13",0.797122596545126
"vc3","wwiivets",0.79666833445373
"ramnt.5","hu1",0.794592783637577
"ramnt.5","hu2",0.794592783637577
"ngiftall","numprom",0.794503978803341
"ramnt.18","ramnt.10",0.794397300852197
"hu1","marr1",0.794063281358188
"avggift","ramnt.24",0.794028477881657
"ramnt.18","ramnt.15",0.793827505395807
"hc1","mc2",0.793476467446105
"ramnt.8","ramnt.6",0.792861859534719
"agec6","age905",0.792036992001862
"ramnt.5","dw1",0.791744624011622
"ramnt.17","ramnt.13",0.791667887375375
"hhage1","age901",0.79153435220769
"ramnt.21","ramnt.19",0.790294367166513
"ramntall","ramnt.5",0.790286436691329
"ramnt.12","ramnt.11",0.790200219637712
"ramnt.8","ramnt.4",0.78979880350829
"ramnt.5","hupa6",0.789736310959352
"hc20","pop90c5",0.788813000736206
"ramnt.10","ramnt.9",0.78812897562879
"hhp1","age907",0.788090715060677
"maxramnt","ramnt.19",0.787897076453101
"ramnt.5","voc3",0.787552490841387
"marr3","hhage3",0.786723946007056
"hu1","dw4",0.786030935884295
"ramnt.17","ramnt.14",0.78560565670015
"rhp2","hhd3",0.785418965111771
"rdate.5","age",0.785244250393272
"ic12","ic3",0.784836866644285
"hhd4","hhd3",0.78463224451919
"ramnt.22","ramnt.13",0.784579204203628
"hhage3","age901",0.784549861172308
"avggift","lastgift",0.784187120459833
"ramnt.20","ramnt.10",0.784051923227274
"ramnt.5","sec5",0.784037990959544
"ramnt.21","ramnt.17",0.783910209836371
"ramnt.18","ramnt.4",0.783716955315707
"ramnt.13","ramnt.6",0.783674552472565
"ramnt.19","ramnt.12",0.783505994352399
"ramnt.24","ramnt.18",0.783007318375066
"hhd5","hhp2",0.782463255369635
"ramnt.21","ramnt.18",0.782111067879749
"hhas1","age904",0.781931465012462
"ramnt.19","ramnt.8",0.781841696310864
"lastgift","ramnt.18",0.781735767666846
"hhd10","hhd6",0.781466349760799
"ramnt.8","ramnt.3",0.781431332879502
"ramnt.16","ramnt.9",0.779242639358693
"cardgift","cardprom",0.779219370950954
"ramnt.15","ramnt.9",0.778965843027757
"rhp3","hhn5",0.778824845169611
"ic11","ic4",0.778385241666194
"ramnt.20","ramnt.16",0.77805187591722
"fistdate","minrdate",0.777497153457693
"maxramnt","ramnt.15",0.777446429805379
"ramnt.5","eth9",0.777440874327901
"ramnt.7","ramnt.6",0.776775846540661
"hc19","hc17",0.776727052195521
"ramnt.21","ramnt.9",0.776595074001702
"minrdate","odatedw",0.776554103362919
"lfc3","lfc2",0.776446086175991
"ngiftall","cardprom",0.775785975810962
"rp2","hvp4",0.775769069503485
"ramnt.23","ramnt.3",0.775456146681161
"marr3","hhage1",0.775416767660532
"ramnt.24","ramnt.4",0.775183117649823
"ramnt.17","ramnt.11",0.775100910035594
"ramnt.24","ramnt.15",0.775006904488291
"ramnt.16","ramnt.12",0.774750755375284
"rp1","hvp3",0.774490304376531
"ic11","ic1",0.774433081697418
"ramnt.21","ramnt.16",0.774402670247263
"ramnt.22","ramnt.16",0.774322259933598
"ethc6","ethc5",0.774042745626722
"ic12","ic4",0.773546891101649
"vc1","vietvets",0.773053698920454
"ic20","ic4",0.772616451762234
"hupa5","dw3",0.772423164230616
"ramnt.20","ramnt.13",0.772134759851388
"rp1","hvp4",0.771427183336712
"ramnt.22","ramnt.18",0.770930592853079
"hhas1","age905",0.77076784013707
"ethc3","age906",0.770211725398847
"hupa6","hu1",0.770026816862894
"ramnt.14","ramnt.7",0.769952249383414
"hhd2","hhd1",0.769785251754656
"lfc5","lfc4",0.769570057249595
"hhas1","age906",0.7689569149648
"hhd2","hhn1",0.768788362896975
"hhd2","hhn4",0.768704382912852
"ic20","ic3",0.768665369964173
"rhp3","age907",0.768106816563692
"hhd6","hhd5",0.768045427509423
"rp3","hvp5",0.767831440781737
"agec7","age904",0.767730261983604
"sec4","hhn4",0.767268720494012
"hhas1","age902",0.767129311846208
"ramnt.19","ramnt.10",0.767108251595358
"dw4","dw1",0.76692482411138
"ramnt.5","hhd12",0.766893540875864
"avggift","maxramnt",0.766810300941864
"lfc5","lfc2",0.76656164329823
"dw4","dw2",0.766167453873193
"rdate.5","sec2",0.766039670911844
"maxramnt","ramnt.21",0.76595987857831
"hhas1","hhage2",0.765865821128892
"voc2","rhp2",0.765556697364794
"hvp3","hvp1",0.765198874018864
"ramnt.5","oedc5",0.76499325247204
"ramnt.24","ramnt.17",0.764893802559722
"ramnt.5","hhd10",0.764611001485431
"voc2","hhd2",0.763898895966494
"ramnt.23","ramnt.6",0.763707731917443
"hhd1","hhn5",0.763692867752223
"ramnt.22","ramnt.17",0.76338461997518
"ramnt.11","ramnt.9",0.763310176592219
"ic21","ic4",0.763251624064829
"hc21","voc1",0.762915846120608
"lfc4","lfc3",0.762892288868627
"cluster2","rp2",0.761843863310056
"chilc2","chil1",0.761710135276282
"hc19","pop90c3",0.761477269534401
"sec4","hhn3",0.761285538799483
"cluster2","ic3",0.760862528449944
"agec6","age906",0.760828607392979
"hhd11","hhd6",0.760821085523668
"lastgift","ramnt.14",0.759951819701084
"rdate.5","hhd4",0.759322792857853
"ramnt.5","cardpm12",0.759064329958732
"ic3","hv3",0.758999318300743
"ramnt.16","ramnt.11",0.75838637437197
"ramnt.22","ramnt.14",0.758105300567425
"lastgift","ramnt.21",0.758011478174062
"avggift","ramnt.6",0.757903093277337
"dw5","dw1",0.757632284350316
"ramnt.23","ramnt.21",0.757254647329668
"ramnt.15","ramnt.11",0.757205935404016
"hhd11","hhage2",0.756938498305719
"hur2","dw1",0.756733124281529
"rdate.5","hhp2",0.756434558005694
"rp3","hv3",0.755883204587078
"dw5","dw2",0.755869215321346
"rdate.5","hhn5",0.755229982442249
"ramnt.24","ramnt.13",0.754771657556384
"ramnt.17","ramnt.9",0.754601376017847
"avggift","minramnt",0.75456255328426
"rhp2","dw1",0.753699949347189
"hu2","dw6",0.753585747402941
"hu1","dw5",0.753276145999204
"rdate.5","hhn4",0.753152578892028
"eth2","eth1",0.752349434074235
"hhd6","hhd2",0.752208884956724
"rdate.6","rdate.4",0.752109908980125
"cluster2","ic6",0.751567286248626
"ec7","ic4",0.750974813152717
"rhp2","hhd2",0.750880044647636
"voc2","hur2",0.750694391249787
"rp3","rp1",0.750462624306934
"rhp2","hu1",0.750312980221704
"ramnt.20","ramnt.11",0.750298824764979
"cluster2","ic1",0.750107962531462
"ramnt.22","ramnt.10",0.749883367043086
"rdate.5","tcode",0.749732498596847
"rdate.5","dw9",0.749239315400984
"maxramnt","ramnt.9",0.749045609507246
"hhd2","hu1",0.749031756393442
"cardgift","numprom",0.748479317714316
"hv3","hv2",0.748362558170034
"ethc5","eth1",0.747801408487723
"ec7","ec1",0.747519515612347
"hupa7","hupa3",0.747479480872474
"maxramnt","ramnt.13",0.747425202128502
"age906","pop90c5",0.74728268968589
"rhp3","hhd5",0.747015825473925
"cardgift","odatedw",0.747006190542273
"cluster2","rp3",0.746638720608799
"sec4","hhp2",0.746550399634236
"ic1","hv3",0.746424837792428
"hu1","dw1",0.74612860354667
"voc2","marr1",0.745829569101035
"hvp3","hv4",0.745455296054993
"ramnt.24","ramnt.12",0.745372992451426
"adate.3","adate.2",0.745324088551601
"fistdate","cardgift",0.745287053040443
"voc2","rhp1",0.745097143370908
"ramnt.18","ramnt.5",0.744668711586139
"hhn3","hhn1",0.744663621083837
"afc2","malemili",0.744612228055664
"hv3","hv1",0.744547288163219
"ic11","ic2",0.744296462337523
"hvp3","hv3",0.744012610150301
"maxramnt","ramnt.6",0.743890914038288
"hhas1","agec7",0.743727907677437
"minramnt","ramnt.18",0.74355857835535
"pop90c3","pop90c1",0.743551100789539
"nextdate","cardgift",0.743542414981866
"ic12","ic1",0.743431252015439
"ic12","ic2",0.743359343399258
"lsc3","eth8",0.743071005157165
"hur2","hhd3",0.743045576838791
"hhd11","hhd4",0.743028153652703
"cluster2","ic4",0.742912032219885
"chilc5","chil3",0.741830697720802
"ic4","hv2",0.741761374061048
"ramnt.20","ramnt.18",0.741097651578667
"rhp1","hhd3",0.740956672544677
"ramnt.22","ramnt.12",0.74090971702871
"ramnt.19","ramnt.6",0.74076160538297
"dw8","dw7",0.740554491241942
"ramnt.5","chil2",0.740441449433195
"ic5","hv2",0.740331584366534
"ic21","ic3",0.739999223535884
"maxramnt","ramnt.16",0.739683416413033
"ramnt.22","ramnt.7",0.739288110217528
"hvp6","hvp2",0.739173639599596
"ramnt.12","ramnt.9",0.739140005819671
"occ2","ic4",0.738964171963503
"ic14","ic2",0.738751226753104
"hur2","dw2",0.738742045388089
"rdate.5","eic4",0.738539000297026
"ramnt.14","ramnt.8",0.738026575394806
"rp2","hvp5",0.737979635039636
"hu1","dw2",0.736989546654172
"avggift","ramnt.3",0.736617142822603
"afc5","malevet",0.736391198806642
"hvp4","hv2",0.736363293112481
"sec4","sec2",0.735961540893028
"hhd12","hhd10",0.735765965494866
"cluster2","hv4",0.734706911137222
"ramnt.19","ramnt.7",0.7346476088082
"hvp4","hvp2",0.73457732299743
"ramnt.24","ramnt.22",0.734435336976263
"ramnt.23","ramnt.9",0.7342289054135
"agec7","age903",0.733919709281432
"voc2","hhd4",0.733811785548206
"ramnt.20","ramnt.4",0.733723011979338
"ethc1","hhd4",0.733695160816722
"afc3","afc2",0.733684219197798
"hvp4","hv4",0.733539877038921
"ramnt.9","ramnt.8",0.73333305762643
"hhd4","hhn1",0.73299492184864
"ramnt.14","ramnt.9",0.732594921223252
"ramnt.19","ramnt.14",0.732344959514795
"hhd3","hhn1",0.732268429325771
"marr4","agec1",0.732236478318701
"lsc2","lsc1",0.731877499631721
"maxramnt","ramnt.20",0.731425836125685
"ramnt.22","ramnt.20",0.731028669605439
"ramnt.22","ramnt.19",0.730825864134691
"hhd10","hu2",0.730665814062527
"hhn5","age907",0.730612656059054
"ic20","ic2",0.730584142730568
"hv4","hv2",0.730474824233243
"vc3","agec6",0.730471862295047
"ic23","ic2",0.730157930467801
"ramnt.22","ramnt.11",0.729938124385724
"ethc3","hhage2",0.729857409625223
"ic4","hv3",0.729443059500717
"cluster2","ic2",0.729247065692568
"ramnt.11","ramnt.8",0.729094709500722
"hc13","hc11",0.728700552651101
"ramnt.12","ramnt.8",0.728666565564573
"ramnt.14","ramnt.11",0.728643518503055
"rdate.5","pop901",0.728600056053847
"ramnt.22","ramnt.21",0.728334958401336
"vc3","hhas1",0.727964871960917
"nextdate","minrdate",0.727912804873942
"hc19","hc18",0.727896078236171
"hhd5","hhp1",0.727650524833392
"fistdate","ngiftall",0.727111652220504
"hv4","hv1",0.726546434373962
"hhd2","dw1",0.726533888128997
"ec7","occ2",0.726378562829985
"dw6","dw1",0.726329802242948
"ic5","hv1",0.726038093487918
"rhp2","dw2",0.726023828185236
"eic4","occ11",0.725992168155051
"hvp2","hv3",0.725835273578365
"mhuc1","hv2",0.725610652664591
"hvp4","hv3",0.725093981007633
"ic4","hv1",0.725066383281255
"ic21","ic2",0.724674279911876
"ramnt.8","ramnt.7",0.724464327299533
"lsc1","eth5",0.724391069764796
"ec8","ec7",0.724313102190427
"ec7","occ1",0.72402784584304
"ramnt.21","ramnt.4",0.723509813210876
"ramnt.24","ramnt.10",0.723486654087376
"ramnt.22","ramnt.9",0.7232277604497
"ic2","hv2",0.723030350646885
"hhas3","ic4",0.722644977172109
"rdate.5","pop902",0.722607732588532
"pubhlth","mbbooks",0.722497352455636
"pop90c1","cluster",0.722475688597638
"rdate.5","hhn3",0.722370465388143
"ramnt.5","hhn3",0.722314913980897
"ramnt.24","ramnt.21",0.722268584492213
"hhp1","hhn1",0.722187678977816
"ramnt.5","hhd2",0.721868733407039
"lfc7","lfc6",0.721802333836204
"hupa1","dw4",0.721749960694108
"rp2","hvp3",0.721476145133476
"ic20","ic1",0.721434014168708
"tpe12","tpe11",0.721390469478745
"vc3","hhage1",0.721369587539679
"ic23","ic4",0.721310111695706
"cluster2","rp1",0.721293893995941
"hhd4","agec3",0.721266718383431
"ic6","ic1",0.721244935810995
"hhas1","age901",0.721138046549308
"rfa.2f","ramnt.5",0.721086856223453
"rhp2","marr1",0.720952801204383
"afc1","malemili",0.720790915966544
"ethc4","hhd9",0.720711618892311
"ic3","hv2",0.720628266801068
"ic14","ic4",0.720443009555922
"cluster2","hv3",0.720251063254795
"agec7","age905",0.720227361601072
"minrdate","cardprom",0.720076708287865
"rhp2","hhd5",0.719992969161023
"hvp2","hv4",0.719845071467511
"ic2","hv3",0.719806072305559
"nextdate","ngiftall",0.719709198182089
"rdate.6","adate.9",0.719538938400063
"hhd10","hhn1",0.719391660752983
"ngiftall","odatedw",0.718927939824614
"ic4","wealth1",0.718459862937467
"dw6","dw2",0.718102032045178
"occ2","ic3",0.717777892763836
